0,0,0,0,0,0,0,0,0,0
0.014382,994.57,-0.058905,287.26,286.64,0.28547,0.28934,1.1446e+08,1433.8,8803.7
0.014622,626.81,-0.056723,280.51,286.79,0,0,0,0,0
0.014862,582.27,-0.054542,264.08,286.92,0,0,0,0,0
0.015101,506.12,-0.05236,260.79,287.03,0,0,0,0,0
0.015341,513.59,-0.050178,276.65,287.12,0,0,0,0,0
0.015581,458.08,-0.047997,283.31,287.19,0,0,0,0,0
0.015821,459.12,-0.045815,285.63,287.24,0,0,0,0,0
0.01606,416.37,-0.043633,288.65,287.27,0,0,0,0,0
0.0163,428.4,-0.041452,295.72,287.28,0,0,0,0,0
0.01654,416,-0.03927,297.72,287.27,0,0,0,0,0
0.016779,430.76,-0.037088,276.61,287.24,0,0,0,0,0
0.017019,413.72,-0.034907,296.16,287.19,0,0,0,0,0
0.017259,377.37,-0.032725,292.89,287.12,0,0,0,0,0
0.017498,357.65,-0.030543,284.25,287.03,0,0,0,0,0
0.017738,337.92,-0.028362,296.06,286.92,0,0,0,0,0
0.017978,339.48,-0.02618,290.39,286.79,0,0,0,0,0
0.018218,305.79,-0.023998,254.24,286.64,0,0,0,0,0
0.018457,312.9,-0.021817,268.06,286.47,0,0,0,0,0
0.018697,305.44,-0.019635,272.75,286.28,0,0,0,0,0
0.018937,324.37,-0.017453,251.21,286.07,0,0,0,0,0
0.019176,293.89,-0.015272,270.9,285.85,0,0,0,0,0
0.019416,279.1,-0.01309,279.68,285.6,0,0,0,0,0
0.019656,283.16,-0.010908,284.98,285.33,0,0,0,0,0
0.019895,251.45,-0.0087266,303.31,285.05,0,0,0,0,0
0.020135,254.17,-0.006545,288.38,284.74,0,0,0,0,0
0.020375,265.98,-0.0043633,281.04,284.42,0,0,0,0,0
0.020615,237.35,-0.0021817,282.19,284.08,0,0,0,0,0
0.020854,214.52,-1.4898e-14,285.33,283.72,0,0,0,0,0
0.021094,221.68,0.0021817,267.58,283.34,0,0,0,0,0
0.021334,239.77,0.0043633,263.05,282.94,0,0,0,0,0
0.021573,229.37,0.006545,252.59,282.52,0,0,0,0,0
0.021813,222.53,0.0087266,234.51,282.09,0,0,0,0,0
0.022053,216.57,0.010908,289.05,281.64,0,0,0,0,0
0.022292,209.74,0.01309,290.41,281.17,0,0,0,0,0
0.022532,179.17,0.015272,276.6,280.68,0,0,0,0,0
0.022772,152.31,0.017453,270.95,280.18,0,0,0,0,0
0.023012,154.17,0.019635,294.75,279.66,0,0,0,0,0
0.023251,193.13,0.021817,284.24,279.12,0,0,0,0,0
0.023491,185.04,0.023998,275.29,278.57,0,0,0,0,0
0.023731,170.64,0.02618,276.15,278,0,0,0,0,0
0.02397,146.27,0.028362,281.86,277.41,0,0,0,0,0
0.02421,169.73,0.030543,284.95,276.81,0,0,0,0,0
0.02445,139.46,0.032725,290.37,276.19,0,0,0,0,0
0.024689,149.17,0.034907,292.49,275.56,0,0,0,0,0
0.024929,140.04,0.037088,282.31,274.91,0,0,0,0,0
0.025169,140.95,0.03927,259.87,274.25,0,0,0,0,0
0.025409,131.61,0.041452,265.84,273.57,0,0,0,0,0
0.025648,119.5,0.043633,271.51,272.88,0,0,0,0,0
0.025888,147.42,0.045815,262.01,272.17,0,0,0,0,0
0.026128,137.51,0.047997,262.52,271.45,0,0,0,0,0
0.026367,130.02,0.050178,258.15,270.72,0,0,0,0,0
0.026607,131.85,0.05236,257.19,269.97,0,0,0,0,0
0.026847,119.58,0.054542,285.04,269.21,0,0,0,0,0
0.027086,123.94,0.056723,276.1,268.44,0,0,0,0,0
0.027326,116.71,0.058905,270.28,267.65,0,0,0,0,0
0.027566,108.63,0.061087,259.2,266.85,0,0,0,0,0
0.027805,106.86,0.063268,270.6,266.04,0,0,0,0,0
0.028045,96.355,0.06545,263.11,265.22,0,0,0,0,0
0.028285,97.707,0.067632,291.85,264.39,0,0,0,0,0
0.028525,100.44,0.069813,312.05,263.55,0,0,0,0,0
0.028764,113.35,0.071995,276.01,262.69,0,0,0,0,0
0.029004,101.45,0.074176,269.26,261.83,0,0,0,0,0
0.029244,90.688,0.076358,270.2,260.95,0,0,0,0,0
0.029483,91.103,0.07854,261.18,260.07,0,0,0,0,0
0.029723,87.893,0.080721,237.18,259.17,0,0,0,0,0
0.029963,84.924,0.082903,263.17,258.27,0,0,0,0,0
0.030202,91.608,0.085085,257.36,257.36,0,0,0,0,0
0.030442,81.232,0.087266,256.43,256.43,0,0,0,0,0
0.030682,80.193,0.089448,255.5,255.5,0,0,0,0,0
0.030922,77.383,0.09163,254.57,254.57,0,0,0,0,0
0.031161,76.42,0.093811,253.62,253.62,0,0,0,0,0
0.031401,74.91,0.095993,252.66,252.66,0,0,0,0,0
0.031641,76.325,0.098175,251.7,251.7,0,0,0,0,0
0.03188,74.827,0.10036,250.73,250.73,0,0,0,0,0
0.03212,67.527,0.10254,249.76,249.76,0,0,0,0,0
0.03236,65.745,0.10472,248.77,248.77,0,0,0,0,0
0.032599,62.423,0.1069,247.79,247.79,0,0,0,0,0
0.032839,62.653,0.10908,246.79,246.79,0,0,0,0,0
0.033079,59.218,0.11126,245.79,245.79,0,0,0,0,0
